id,name,est_diameter_min,est_diameter_max,relative_velocity,miss_distance,orbiting_body,sentry_object,absolute_magnitude,hazardous,predicted_values,Classification_Success
35133,3567992,(2011 LB19),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
25028,3602654,(2012 GB18),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
69569,54034188,(2020 NO),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
4240,3841196,(2019 GJ20),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
27129,3611402,(2012 TR231),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
21852,3393818,(2007 VV83),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
85481,54245568,(2022 CB2),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
67943,2001580,1580 Betulia (1950 KA),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
60672,3753582,(2016 JL38),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
40364,3609119,(2012 SJ32),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
71374,54055074,(2020 TC2),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
44194,2458116,458116 (2010 DA),True,True,True,True,Earth,False,True,True,True,Correctly_Classified
16506,3892162,(2019 UK13),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
75143,54073354,(2020 TR7),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
78244,54087765,(2020 VY3),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
48621,3825282,(2018 MJ),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
10142,3092140,(1995 SB),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
72398,54076351,(2020 UT4),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
52595,3802584,(2018 GK4),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
16693,3648642,(2013 SM20),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
53660,54235407,(2022 AH),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
16613,2614603,614603 (2010 CM),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
17771,3843609,(2019 QA2),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
73641,3843783,(2019 RE1),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
48456,3778624,(2017 OU18),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
67060,2443837,443837 (2000 TJ1),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
80293,3781871,(2017 SG14),True,True,True,True,Earth,False,True,True,False,Incorrectly_Classified
15819,54244187,(2022 CD),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
11655,2508967,508967 (2004 VC17),True,True,True,True,Earth,False,True,True,False,Incorrectly_Classified
43321,3755318,(2016 NX32),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
61681,3780693,(2017 PZ26),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
3624,3759258,(2016 RG18),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
30495,3483204,(2009 XQ1),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
19649,54216190,(2021 TO57),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
31470,3358690,(2006 VB45),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
50844,3789138,(2017 UZ51),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
43262,3826685,(2018 PR10),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
35,3654336,(2013 XS3),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
51696,2096590,96590 (1998 XB),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
8618,3836286,(2018 WU),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
73507,3827322,(2018 RF2),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
45131,2239849,239849 (1999 VO11),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
77482,54016579,(2020 HD1),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
12738,3273786,(2005 EN70),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
63468,3601282,(2012 EN5),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
12173,2434188,434188 (2003 AD23),True,True,True,True,Earth,False,True,True,False,Incorrectly_Classified
1640,3724110,(2015 NY13),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
59857,2137126,137126 (1999 CF9),True,True,True,True,Earth,False,True,True,False,Incorrectly_Classified
66128,3635331,(2013 HT15),True,True,True,True,Earth,False,True,True,False,Incorrectly_Classified
20694,2025143,25143 Itokawa (1998 SF36),True,True,True,True,Earth,False,True,True,True,Correctly_Classified
5361,3843090,(2019 MS3),True,True,True,True,Earth,False,True,True,False,Incorrectly_Classified
18226,2503293,503293 (2016 AA9),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
9292,3744323,(2016 CB248),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
29361,3330688,(2006 HV50),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
21042,3825607,(2018 NT2),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
82462,2612356,612356 (2002 JX8),True,True,True,True,Earth,False,True,True,True,Correctly_Classified
48636,3337325,(2006 NL),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
87692,54220856,(2021 VM22),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
59469,2515639,515639 (2014 MK27),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
63989,3838846,(2019 DC1),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
90801,3842657,(2019 KJ4),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
23010,3768016,(2017 BY93),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
90486,54225725,(2021 XE),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
67051,3713286,(2015 FC),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
17275,3715703,(2015 GZ12),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
31756,54225005,(2021 WC3),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
31284,3363422,(2006 XK2),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
63114,3695653,(2014 UC192),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
24736,54132044,(2021 EM5),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
21929,54240297,(2022 BB3),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
26965,2429094,429094 (2009 SG2),True,True,True,True,Earth,False,True,True,True,Correctly_Classified
34843,3836857,(2018 XQ2),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
38279,54218589,(2021 VA9),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
47422,2539694,539694 (2016 TE93),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
56193,3836093,(2018 VB4),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
36241,3578916,(2011 SF25),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
83554,3709250,(2015 BY512),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
68271,2225900,225900 (2002 AF3),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
44514,54065896,(2020 TK5),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
57823,3989088,(2020 BF5),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
22528,3837994,(2019 BS2),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
21060,3785790,(2017 TG5),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
71797,3750664,(2016 GP134),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
190,54106576,(2021 BN2),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
78596,3313739,(2006 BA9),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
3288,3775115,(2017 KJ32),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
40876,3618025,(2012 VF82),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
70825,3743126,(2016 CY192),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
1823,54050999,(2020 PP1),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
42820,3753868,(2016 LW10),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
3044,3596030,(2012 BV13),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
29583,3739077,(2015 YO10),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
59873,3774614,(2017 JE3),True,True,True,True,Earth,False,True,True,False,Incorrectly_Classified
88401,54235434,(2022 AN),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
27266,54017094,(2020 KA1),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
33086,2366746,366746 (2004 LJ),True,True,True,True,Earth,False,True,True,True,Correctly_Classified
1175,54217983,(2021 VT7),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
68857,3728903,(2015 TK),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
14470,3299815,(2005 VE7),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
46744,3771640,(2017 FA3),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
25320,3802000,(2018 FQ1),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
15717,3313735,(2006 BL8),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
64495,54235672,(2021 PB136),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
56681,2459872,459872 (2014 EK24),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
35083,2459872,459872 (2014 EK24),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
39921,2154658,154658 (2004 FA18),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
51496,3827162,(2018 RR),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
33058,3553152,(2010 XF11),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
71252,2007822,7822 (1991 CS),True,True,True,True,Earth,False,True,True,False,Incorrectly_Classified
13913,2469722,469722 (2005 LP40),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
80733,54084706,(2020 VA),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
42935,3548525,(2010 TB54),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
25963,54235472,(2022 AD1),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
65136,3694125,(2014 UR34),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
23796,3672464,(2014 KM39),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
84776,54157356,(2021 LW2),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
75269,3441126,(2008 XA2),True,True,True,True,Earth,False,True,True,False,Incorrectly_Classified
56090,3836912,(2018 XC5),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
13445,3752567,(2016 HD19),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
62257,3387092,(2007 SG11),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
46443,3597505,(2012 AT22),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
13483,3607382,(2012 PS4),True,True,True,True,Earth,False,True,True,False,Incorrectly_Classified
11390,2163001,163001 (2001 SE170),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
10141,54013568,(2020 EO),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
83305,54125413,(2021 CT10),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
78449,54215192,(2021 VA),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
15919,2446924,446924 (2002 VV17),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
46195,3776853,(2017 NQ6),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
56678,2612364,612364 (2002 LE31),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
46049,3869325,(2019 SR5),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
24746,2087684,87684 (2000 SY2),True,True,True,True,Earth,False,True,True,True,Correctly_Classified
5496,3841677,(2019 HK4),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
46709,3648844,(2013 TR4),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
82435,3611400,(2012 UC),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
22433,54167163,(2021 NG2),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
63997,3669249,(2014 HB124),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
46936,2391508,391508 (2007 RV17),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
15180,3306408,(2005 XY4),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
44427,2462775,462775 (2010 GY6),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
82867,54123837,(2021 DY1),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
7602,54160166,(2021 LQ6),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
18396,3669253,(2014 HQ124),True,True,True,True,Earth,False,True,True,False,Incorrectly_Classified
7449,2323179,323179 (2003 HR32),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
71006,3777808,(2015 YE21),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
56830,3837568,(2019 AY),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
20159,3427460,(2008 ST),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
43979,3756999,(2016 PO8),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
83511,54132974,(2021 FF3),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
89255,54248849,(2022 ED),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
78670,54232321,(2022 AB),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
54422,3827174,(2018 RB1),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
61603,3685812,(2014 QA433),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
76163,3467188,(2009 SP),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
90685,54226108,(2021 XK),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
5705,54220006,(2021 VF19),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
72516,3842913,(2019 MH),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
7729,54075585,(2020 UO2),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
50534,3440394,(2008 WM61),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
22692,3399921,(2008 AL33),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
64998,3413261,(2008 LH2),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
34392,3561029,(2011 GE3),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
68525,3933018,(2019 XL3),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
12892,3559843,(2011 EP51),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
50223,3547225,(2010 SA12),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
78085,54016763,(2020 HQ6),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
46276,3477939,(2009 WV7),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
78714,54049871,(2020 ON6),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
40763,3611413,(2012 UK),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
9013,3836970,(2018 YZ),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
28020,3825584,(2018 NR1),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
15904,3314048,(2006 BJ55),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
12395,3267202,(2005 CM7),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
22415,3797456,(2018 AN2),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
85791,54175821,(2021 OF1),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
69031,54190788,(2021 QH2),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
44869,3748481,(2016 FS13),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
62360,3634786,(2013 GX79),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
10736,3756788,(2016 PN),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
81640,3835962,(2018 VB1),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
6672,3617959,(2012 VJ77),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
50811,3794978,(2017 YM1),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
40247,2333578,333578 (2006 KM103),True,True,True,True,Earth,False,True,True,False,Incorrectly_Classified
41296,3619157,(2012 XA),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
13303,54016581,(2020 HF1),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
47592,54143218,(2021 JQ),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
80034,3766054,(2016 YH),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
87070,54213611,(2021 UZ3),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
39239,3605901,(2012 MK6),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
73044,3943335,(2019 YK1),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
19456,3745994,(2016 EP84),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
11213,3404763,(2008 ER),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
16306,54054502,(2020 SM1),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
75913,54207046,(2021 TN9),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
357,2311554,311554 (2006 BQ147),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
40743,3065518,(2000 UY33),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
64264,3802063,(2018 FV3),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
4625,3275673,(2005 GY8),True,True,True,True,Earth,False,True,True,True,Correctly_Classified
41094,3617960,(2012 VK77),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
12826,54207058,(2021 TJ10),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
47084,3751531,(2016 GG216),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
45463,54049349,(2020 OG3),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
35653,3553062,(2010 XA11),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
8256,3160741,(2003 SS84),True,True,True,True,Earth,False,True,True,True,Correctly_Classified
66189,3989089,(2020 BG5),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
47594,54271303,(2022 GO3),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
1699,3745508,(2016 EE28),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
49,3740825,(2016 BN1),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
72000,3760088,(2016 TM),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
8872,3835962,(2018 VB1),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
27446,3774574,(2017 JJ2),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
6864,2153271,153271 (2001 CL42),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
90343,54055030,(2020 TY),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
27501,3306579,(2005 XZ7),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
87563,54203029,(2021 SN5),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
21855,3472375,(2009 UY19),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
12125,3723817,(2015 MO116),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
12438,3703309,(2014 YY43),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
88888,54244527,(2022 CM),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
80627,54073346,(2020 UF),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
55183,3836004,(2018 VQ1),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
75592,3843108,(2019 NE1),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
81216,54087805,(2020 VO4),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
47322,3693267,(2014 TC36),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
28655,3469641,(2009 ST171),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
47047,54239840,(2022 BF1),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
90646,2005693,5693 (1993 EA),True,True,True,True,Earth,False,True,True,False,Incorrectly_Classified
56169,3836863,(2018 XF3),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
7803,3092306,(2001 OF25),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
20304,3825549,(2018 NM),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
6204,3147555,(2003 BR47),True,True,True,True,Earth,False,True,True,True,Correctly_Classified
23910,3408681,(2008 GO20),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
19385,3467355,(2009 SW17),True,True,True,True,Earth,False,True,True,True,Correctly_Classified
59476,3313739,(2006 BA9),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
69799,54225508,(2021 WR4),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
90770,3441093,(2008 XB1),True,True,True,True,Earth,False,True,True,False,Incorrectly_Classified
39040,3604617,(2012 KT12),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
25967,3679436,(2014 OU344),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
11843,3551070,(2010 VA76),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
64114,3662167,(2014 DE),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
30496,3511362,(2010 CV180),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
54281,3403074,(2008 CC175),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
37035,3837583,(2019 AH2),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
86312,54195887,(2021 RM12),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
75463,2155140,155140 (2005 UD),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
3853,3599541,(2012 DO8),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
45263,54225009,(2021 WH3),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
67561,54055107,(2020 TA3),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
77424,3290881,(2005 SQ),True,True,True,True,Earth,False,True,True,False,Incorrectly_Classified
67592,3714177,(2015 FG37),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
58643,3392298,(2007 VZ2),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
70671,3837817,(2019 AY9),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
53408,3695411,(2014 UD176),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
3387,3837911,(2019 AK13),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
47867,2613995,613995 (2008 NP3),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
71193,3745588,(2016 DY30),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
81271,3753473,(2016 JN34),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
79492,54051317,(2020 QV3),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
27041,3630815,(2013 ES11),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
26402,3684348,(2014 QN362),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
36973,54224161,(2021 WF1),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
2059,54200435,(2021 SA2),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
22079,3407479,(2008 FN),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
86167,54195880,(2021 RE12),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
66348,3703791,(2015 BE),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
52610,3802398,(2018 GM),True,True,True,True,Earth,False,True,True,False,Incorrectly_Classified
68880,2439908,439908 (2000 XH47),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
24017,3413890,(2008 JT35),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
5873,2480927,480927 (2002 YZ3),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
33962,2429584,429584 (2011 EU29),True,True,True,True,Earth,False,True,True,False,Incorrectly_Classified
57936,3840852,(2019 GW3),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
88268,3744561,(2016 CN248),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
2592,54236432,(2022 AD4),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
46574,3769883,(2017 DW35),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
37226,2024475,24475 (2000 VN2),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
38941,3710217,(2015 CJ13),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
33800,3712623,(2015 DE200),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
76354,3743901,(2016 CT246),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
69904,3475240,(2009 VB1),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
46372,3743123,(2016 CA138),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
76861,3662443,(2014 DW17),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
58656,3837718,(2019 AU6),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
58390,3780806,(2017 QP16),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
4106,3092517,(2001 WK15),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
4560,3368732,(2007 DF8),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
41732,2263976,263976 (2009 KD5),True,True,True,True,Earth,False,True,True,True,Correctly_Classified
62669,3667485,(2014 GL49),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
40563,3611412,(2012 UJ),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
72620,3458579,(2009 HU44),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
40261,3608626,(2012 RP15),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
8982,3959222,(2019 YA4),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
28507,3748485,(2016 FR13),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
44512,3781300,(2017 QX34),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
75858,3797456,(2018 AN2),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
86886,3781579,(2017 RN16),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
21108,54051083,(2020 PX3),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
55968,3802067,(2018 FB4),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
19181,3754379,(2016 NR),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
43697,3743742,(2016 CQ195),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
84729,2391451,391451 (2007 FE20),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
49866,3728732,(2015 SJ7),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
66878,3370286,(2007 EV),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
66143,3566360,(2011 KB),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
48738,54016528,(2020 GZ2),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
74278,54224414,(2021 WR1),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
41273,3764837,(2016 WH8),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
13113,3404530,(2008 EP),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
2218,2068267,68267 (2001 EA16),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
1359,3313733,(2006 BC8),True,True,True,True,Earth,False,True,False,False,Correctly_Classified
43593,3837804,(2019 AS9),True,True,True,True,Earth,False,True,False,True,Incorrectly_Classified
